CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,AdaptiveCruiseControl1,ForwardCollisionWarning1,LaneDepartureWarning1,AutomaticEmergencyBraking1,BlindSpotMonitoring1,LaneKeepSystem1,RearVisibilityCamera1,AdaptiveHeadlights1,ParkAssist1,ADAS1
1491660,11121826,Kia Motors America,KIA,OPTIMA,2016,Y,20170629,N,2,,structure:body,BRISTOL,RI,5XXGT4L34GG,20180823,20180823,8000,,i was rear ended while stopped in breakdown lane of a secondary highway (40 mph) problem that i would like to address is the inadequate cushioning in the headrests of this car and probably many others. suffered a concussion the effects of which are still ongoing. i think that there needs to be standards applied to headrests to have energy absorbing cushioning.,IVOQ,Y,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,Y,Y,0,0,0,0,0,0,0,0,0,0
1417760,11040195,"Mercedes-Benz USA, LLC.",MERCEDES-BENZ,CLA250,2016,N,20171026,N,,,steering,FRESNO,TX,WDDSJ4EB6GN,20171026,20171026,,,takata recall.  contacted mercedes benz greenway spoke with service department explained that i checked upon mail notification of a recall on my vehicle.  spoke with receptionist who told me that there was no recall (tammy or chrystal).  called back and luis told me that there was a recall but no solution.  what do i do?  continue driving at risk with my child in the car!!!!???,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1403465,11020052,"Yamaha Motor Corporation, USA",YAMAHA,FZ09,2014,N,20170821,N,,,power train,FIRESTONE,CO,,20170828,20170828,7000,,"after only 7000 miles the clutch basket cracked, broke, and defected in spectacular fashion. this caused the gears to slip, more damage to be done internal to the clutch system and great cost.     the problem was noted while driving. during acceleration, the motorcycle's engine would rev through the gear but no acceleration was experienced. this caused an alarming caution as attempting to pass vehicles, accelerate through intersections, and otherwise maintain speeds very difficult and difficult to determine proper avoidance of situations.     typically, a rider like myself can determine proper acceleration and timing to avoid things like other vehicles, road conditions, or dangerous situations but accelerating through, around, or away from them. this was nearly impossible due to this breakage of a non-normal wearing part.",IVOQ,N,,N,N,N,,,,,,75,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1131266,10654846,Chrysler (FCA US LLC),JEEP,GRAND CHEROKEE,2014,N,20141024,N,0,0,visibility,SOMERSET,NJ,1C4RJFBG3EC,20141113,20141113,,1,i received a sun visor warning recall in the mail on my 2014 jeep grand cherokee in september (recall p36 / nhtsa 14v-391). the recall advised that i should contact the dealer after september 15 2014. i called fullerton jeep in nj on friday october 3. i was told that they would order the part and call me within three weeks when it arrived. i called to follow-up 3 weeks later on friday oct 24. i was told the part was not in and they could not advise on when it would arrive. i was told they would call me when it arrived. it is now thurs nov 13 and i have not heard from the dealer. it is incredibly concerning to receive a notification in the mail in september and 9 weeks later be unable to have it repaired. this seems unacceptable.  *tr,IVOQ,N,,N,N,N,6,4WD,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1262748,10837093,Toyota Motor Corporation,TOYOTA,AVALON HYBRID,2015,N,20151230,N,,,electrical system,LADY LAKE,FL,4T1BD1EB3FU,20160219,20160219,4800,,pcs recall.  the dealer disconnected this safety system the beginning of january and with numerous inquiries i have received no fix date.  this is a new car and one of my reasons for buying was the pcs safety system and they can't fix it. i asked to be given a car with this system to drive until they come up with a fix but toyota refuses to help me in any way.  i payed a lot of money for a car with this safety system but had it take away with no fix time. two months wait is a reasonable wait time and something should be done.  the 2016 models are being sold with this system working but my model doesn't. they will not take a system that is working on the 2015 and install on my car.  please help me. i want to travel and do not feel safe with this system not working.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1307665,10894953,Ford Motor Company,FORD,EXPLORER,2016,N,20160810,N,,,fuel/propulsion system,JACKSONVILLE,CA,1FM5K7D80GG,20160810,20160810,,,while driving on a busy highway with my three children i lost all power to my vehicle just barely making it out the way of a seni truck. the explorer was purchased in march of this year brand new to avoid problems like this. does someone have to be killed before a recall is issued?!?!?!?!!!,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1373461,10980790,Toyota Motor Corporation,TOYOTA,SIENNA,2014,N,20160810,N,,,structure:body,MIAMI,FL,5TDKK3DC5ES,20170426,20170426,,,we received a letter from toyota stating that they have detected a defect where there is a possibility that the sliding door opening operation is impeded and the sliding doors can open on their own while driving. we received this letter in august of 2016. we spoke with our local dealer and they state no solution has been found yet and we continue to have an unsafe car and the automatic sliding doors off that i am paying extra to have automatic doors. i have 2 small children and i still worry for their safety since they sit next to each sliding door even though the automaticity is off because we don't know if it can still have a problem. i need this situation to be fixed asap since i cannot continue to worry about a defect they created. they need to take accountability and either fix the issue or change my car with no cost to me.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1378157,10985953,Chrysler (FCA US LLC),JEEP,CHEROKEE,2014,N,20170516,N,,,electrical system,SURPRISE,AZ,1C4PJMBS7EW,20170516,20170516,,,"problems with the lift gate results in a dead battery! the vehicle had been taken to dealer ship explaining that the lift gate would close.  service dept indicated that irregardless of the tail gate not closing that the battery shouldn't have been affected because the lights turn off automatically.  not true, yet he insisted they were to able to find anything wrong with the lift gate and reprogrammed the vehicle.    a week later the same problem occurred and we scheduled yet another appt only to find the dealership needed to order a part and it would be in the next day. woke up this am only to find the vehicle would not start because the battery was dead because the lift gate would not close.    this is a reoccurring problem and it was difficult to convince the dealership to fix it.    i would like to know if any other owners are experiencing this problem.    the vehicle also revs high and upon making a complete it lunges forward when you take your foot off the gas.  dealership says they can't find anything wrong with the engine.  it seems all they ever do is reprogram the vehicle and feel thats all they need to do.    do i have to wait until theres an incident before anyone will look at these problems?    please help.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1215193,10760487,Honda (American Honda Motor Co.),HONDA,ACCORD HYBRID,2015,N,20150831,N,0,0,electrical system,MANHASSET,NY,,20150831,20150831,,,"i was commuting to work, driving on a major, high-traffic highway in the high-occupancy vehicle lane, when warning lights came on, saying there was a power system problem, a brake system problem, and some problem with elevated temperature that meant power was being reduced. i put on my flasher, hoping to make my way across three lanes of heavy traffic to pull off on the right shoulder. but i had no power at all. luckily, there was a shoulder to the left where i could pull off. (despite the warning, the brakes seemed okay.) this was an extremely dangerous situation, and it was pure luck that no one was injured or even killed. the car is only 4 months old. i had it towed to the dealer. they told me this was ""a common problem"" with the accord hybrid and that honda had issued a software fix that should solve this problem. if this is true, there needs to be a recall so owners will become aware of this problem and can get it fixed rather than waiting until power failures and accidents occur. ",IVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1108612,10632052,Chrysler (FCA US LLC),JEEP,GRAND CHEROKEE,2014,N,20140408,N,0,0,engine,JACKSON,TN,,20140910,20140910,9250,1,"while entering a busy interstate and accelerating from a stop to 65 mph on the onramp, the jeep grand cherokee drive train began shuddering violently and would not stop. it felt like the vehicle was running over severe bumps in the road yet the surface was free of defects. i was disoriented by the shaking sensation which would stop if i decelerate but returned immediately when accelerating to merge. i was forced off the road by faster traffic and my inability to speed up. i had to stop on the roadside and attempt to merge again when traffic cleared. my re-attempt to accelerate caused shuddering again at 45 mph. i pulled over again and shut the vehicle off. i restarted and, on my third attempt, accelerated very aggressively with the vehicle shuddering at 45 mph up to 65 mph. when i quite accelerating th e shudder quit. this violent drive train shudder has occurred often since then. i have learned that this occurs most often in the first 10 miles of operation and i can minimize the shudder when it occurs by accelerating at full throttle which is unsafe. my online research indicates others are complaining of this same issue in various auto forums. i have had my jeep dealer apply service updates and test drive the vehicle but jeep has yet to fix this issue. in my opinion, this is ridiculous in a new car and is a drive ability and safety concern.  *tr",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1270735,10851321,"Maserati North America, Inc.",MASERATI,GHIBLI,2015,N,20160226,N,,,power train,LOS ANGELES,CA,ZAM57XSA8F1,20160324,20160324,7300,,"i was driving on i-10  near palm springs, ca february 27 at about 12:10 am. i passed a semi-truck by moving to the left and accelerating.  after passing the truck i moved back to the slow lane and noticed the car was traveling very fast. i begin braking the car to slow down and realized the car was accelerating on its own. the braking was not noticeably slowing the car ( and as your recall cites it should, the braking did not disengage the accelerator.)  i then placed the transmission  in neutral. of course this solved the immediate problem. nonetheless the engine was still racing and i then had to wedge my shoe under the accelerator pedal and forcefully lift it off the floorboard. this is a life threatening event for some drivers as this vehicle has very  fast acceleration leaving little time to react before the car would be travelling at 175 mph etc. of course i see the recall, but i am writing because i do not believe this was caused by a loose floor mat. this seems to be a computer input problem as i never had pressed the accelerator pedal to the floor to be stuck there in the first place. the pedal was all the way to floor when i tried to lift it. secondly, the brake- engine disconnect did not work.  i do have video of this event on my dashcam.  this is a very dangerous problem due to the nature of it  and is vastly compounded by the rapid acceleration of this car.",IVOQ,N,,N,N,N,,,,,,65,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1410231,11030123,General Motors LLC,GMC,ACADIA,2017,N,20170927,N,,,electrical system,SPOKANE VALLEY,WA,1GKKNXLS8HZ,20170927,20170927,18200,,"stopped at an intersection for a red light, upon green light, accelerator tapped to enter intersection and forward collision braking system applied brakes. nothing was in front of vehicle at time of forward collision braking system application. tapped accelerator again and vehicle hesitated but slowly accelerated to normal speeds. the vehicle behind at the time barely stopped which would have rear-ended my vehicle and caused a chain reaction. continued on to work, carefully applying accelerator after each stop. very scary for the vehicle to stop in the middle of a busy intersection with traffic behind and not immediately allowing driver to control acceleration.",IVOQ,N,,N,N,N,,,,,,2,,,,,,,,,,,,,,V,,N,N,0,1,0,0,0,0,0,0,0,1
1267583,10845950,"Nissan North America, Inc.",NISSAN,ALTIMA,2015,N,20141210,N,,,electrical system,KINGSTON,OK,,20160310,20160310,4000,,"tl* the contact owns a 2015 nissan altima. the contact stated that the rodents were biting the wires inside the engine. the failure occurred on three occasions. in addition, the headlight wiring was damaged due to the rodents. the vehicle was n ot diagnosed or repaired. the manufacturer was not notified of the failure. the approximate failure mileage was 4,000.  the vin was not available. ",EVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1467545,11096380,"Daimler Vans USA, LLC",FREIGHTLINER,SPRINTER 2500,2014,N,20180116,N,,,air bags,ESTER,AK,WDYPE7DD9E5,20180516,20180516,,,"takata recall. since receiving the recall notice dated december 2017 i have called the local dealer 5 times beginning jan 16, 2018. many promises to call me back with a projected time the replacement airbag will become available, but so far they never have called me back. and today they said the same thing. they don't have the replacement and they don't know when they will be getting them, but they will find out and call me back. based on their performance to date i don't expect to hear anything until i call them back again.   in the meantime i'm concerned about driving this vehicle with a defective airbag.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1286359,10871357,Ford Motor Company,FORD,F-150,2015,N,20160104,N,,,structure:body,MERRILL,WI,1FTEW1EG6FF,20160528,20160528,6000,,"during temperatures below freezing (32 f) one or more of the door locks and/or latches will freeze and become inoperable.  power lock buttons will not function to unlock the door and door handles will not open the doors (from the outside).  doors have to be unlocked from the inside, by manually cycling the pull knob multiple times to loosen the frozen lock. frozen door latches are only able to be opened from the inside (using the inside handles).  at times, the frozen door locks and latches will not re-secure the doors and the doors will not lock or the latch will not secure and the door will remain unsecured/open and/or unlocked. spoke to dealer about this issue in feb. 2016 and was advised that ford issued a temporary fix for the issue and a permanent fix would be coming in the next 90 days.  checked back with the dealer in the end of may 2016 - was advised that ford still has not issued a permanent fix for the door lock/latch issue and they could give me no further information - other than the temporary fix that ford issued over the winter only seemed to be a partial solution and was not a permanent fix.    i find this to be a significant problem and defect for any new ford f150 being driven in a northern climate.   having doors that are unable to be opened from the outside presents a safety issue as well as having door locks that are frozen shut and have to be manually manipulated from the inside in order to release the lock.    additionally, the fact that the doors and locks may not re-secure the door when closed, leaves you not knowing if you vehicle is locked or if your doors will come open while driving.   in addition to being extremely frustrating, this is certainly a safety issue for owners of new f150's as the doors may not be able to be opened or unlocked during below freezing temp.'s.   the truck is now one year old and still no fix/solution from ford.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1208545,10747611,Ford Motor Company,FORD,EXPLORER,2014,N,20140915,N,1,0,unknown or other,CINCINNATI,OH,1FM5K8F8XEG,20150810,20150810,25,,"i am noticing a smell coming out of air vents.  occurring since as far back as i remember but don't recall exact date when i started questioning the smell..  the smell is a burning smell - not electrical but almost like hair/hair dryer when it gets hot.  i notice when i accelerate to get on expressways and/or if i'm going up a hill (basically when i go into high gear).  my husband was in the car at a time recently and so i asked him if he could smell it and he immediately said it was exhaust coming in through the air vents.  i'm not sure if i can smell it more when the air is on and the windows closed but due to allergies and respiratory issues i more times than not drive with windows closed and therefore smell it quite often throughout the year.  i am not sure if directly related or not but last two years i drove 12 hours to florida and by the time i go there i had headache and breathing problems and continue to struggle with that more often than i ever have before.  i'm worried that this exhaust into my car is magnifying my health issues.  regardless, it is a danger to have this exhaust coming in through the car.  i am taking to ford this coming friday.  i stopped in to talk to them and they said they were not aware of issues like this.  i googled the issue merely as ""ford explore exhaust issues"" and was shocked and horrified by the fact that it appears very common and that a civil suit was filed in florida.  right now they are saying warranties should cover the fix but i've read where the fix isn't working either.  i will see what they say once they have my car but anyone having this problem needs to report it so that it can be rectified by everyone having this vehicle during the years noted in the claims!   in just coming to this site alone i see that several others are having same issues.  i don't pay this much for a vehicle for it to make me sick! ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1397349,11012906,Hyundai Motor America,HYUNDAI,GENESIS COUPE,2014,N,20170301,N,,,power train,MIAMI,FL,KMHHT6KD8EU,20170804,20170804,34000,,"tl* the contact owns a 2014 hyundai genesis coupe. while the contact's son was stopped at a stop light, he released the clutch and a loud noise was heard. the driver exited the vehicle and noticed parts on the ground underneath the vehicle. there were no warning indicators illuminated. the vehicle was towed to the contact's home and then towed to kendall hyundai (15895 s dixie hwy, miami, fl 33157 (855) 510-3093) where it was diagnosed with a fractured differential bolt that needed replacement. the vehicle was not repaired. the manufacturer was made aware of the failure and the contact was awaiting a call back. the vehicle was taken to the dealer for a clutch repair and the vehicle was serviced per nhtsa campaign number: 15v756000 (suspension, power train), but the failure recurred. the vehicle was also taken to the dealer twice to have the differential bolt repaired. the failure mileage was approximately 34,000.",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,Y,0,0,0,0,0,0,0,0,0,0
1325808,10915694,Hyundai Motor America,HYUNDAI,TUCSON,2016,N,20160902,N,,,electrical system,BLUE RIDGE,GA,KM8J3CA29GU,20161013,20161013,8291,,"tl* the contact owns a 2016 hyundai tucson. the contact stated that the vehicle experienced hesitation and unintended acceleration. the failures occurred without warning. the vehicle was taken to the dealer, but the failure could not be replicated. prior to the failure, the vehicle was remedied per nhtsa campaign number: 16v628000 (electrical system, power train). the manufacturer was notified of the issue. the failure mileage was approximately 8,291.",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1444618,11066252,General Motors LLC,GMC,CANYON,2017,N,20171017,N,,,electronic stability control,PONCA CITY,OK,1GTG6DEN2H1,20180205,20180205,,3,"2017 gmc canyon. consumer writes in regards to transmission issue. *ld    the consumer stated the dealer initially could not duplicate the failure. the vehicle was later left with the dealer to attempt to duplicate the failure. the power steering, traction control, and stability messages appeared.  *js",LETR,N,20170728,N,N,N,6,RWD,,GS,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1293151,10876512,Toyota Motor Corporation,LEXUS,RX350,2016,N,20160624,N,,,air bags,VALENCIA,CA,2T2ZZMCA0GC,20160624,20160624,,,"tl* takata recall. the contact owns a 2016 lexus rx350. the contact received notification of nhtsa campaign number: 16vv053000 (air bags); however, the part to do the repair was unavailable. the contact stated that the manufacturer exceeded a reasonable amount of time for the repair. the manufacturer was made aware of the issue. the contact had not experienced a failure.",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1476605,11103911,Chrysler (FCA US LLC),DODGE,JOURNEY,2018,N,20180615,N,,,fuel/propulsion system,ROGERS,AR,3C4PDCABXJT,20180625,20180625,,,"after pcm and ecm recall repair, bluetooth system would not connect, check engine light on, touch screen radio malfunctioning while driving, eco color driveing tracker nolonger worked, the electronic gas miles was incorrect (exp: after puting gas in miles showed 115 until empty, drive 7 miles the car would show 70 miles to empty) both would malfunction while driving highway and city. vehicle would now shake when idling and was hesitate to start. vehicle has been at dealership repair shop for 7 days for second repair.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1346095,10939721,Ford Motor Company,FORD,F-150,2016,N,20170103,N,,,service brakes,GRANDVIEW,MO,,20170104,20170104,10600,1,"while driving, i experienced a sudden loss of braking ability in a ford f-150 2016 3.5l v6 ecoboost with 10,600 miles on the engine. pedal, when pressed all the way to the floor, provided some ability to slow down in great length, but no ability to complete stop in a timely manner.  *tr",IVOQ,N,,N,N,N,,,,,,25,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1487648,11118521,Chrysler (FCA US LLC),RAM,2500,2015,N,20170815,N,,,air bags,LOVINGTON,NM,3C6UR5DL1FG,20180808,20180808,0,,i do not know all of these recalls are issued  and the dealers always say the have not been furnished the parts to fix them.  there 3 active recalls on my ram right that have been issued last year and early this year,IVOQ,N,,N,N,N,,,,,,2,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1490472,11120858,Honda (American Honda Motor Co.),HONDA,PILOT,2016,N,20180425,N,,,unknown or other,LOS ANGELES,CA,5FNYF5H90GB,20180818,20180818,17500,,"about 4 months ago i was at a stoplight, my engine shut down, as it was supposed to with the ?auto idle stop? function. it is supposed to start back up when you take your foot off the brake, but this time the car stalled. it stalled many times after this and it was always unexpected and scary. i took it into my dealer on june 6, 2018 and they said they could see that they could see in the computer that it stalled a few times, but could not reproduce the problem while test driving it. they did a reset on the electronics. that did nothing. i stalled a while after i left the shop. i stalled many more times after that. it does have an override to this ?auto idle stop? system, but you have to always remember to push the button and if i forgot and the car was in ?auto idle stop? mode and i pushed the button, many times the car would stall. i now also have a problem starting the car. when i push the start button, many times the engine won't start. i have to push it 3-4 times to get it to start. this makes my stalling even more dangerous, as if it was not dangerous enough, because it will take me much longer to start the car from a stall. i can imagine being in situations where i would have to be able to get out a situation quickly and if i stall i would not be able to. if i am on a freeway and stall in heavy traffic, or stalling on train tracks if i am in heavy traffic and i happen to be the car left on the tracks and can?t start. or if a car or object is heading towards me and will crash into me and i can avoid it be speeding away. if i stall i can't.  here is a thread from a honda pilot forum with many owners with the same problem. https://www.piloteers.org/forums/114-2016-third-generation-pilot/157005-elite-shuts-off-stop-light.html not one of them has had it fixed by there repair shop. my car has been in the shop for the 2nd time since august 8, 2018.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1485728,11115064,Ford Motor Company,FORD,EXPLORER,2016,N,20180730,N,,,steering,SALISBURY MILLS,NY,1FM5K8D84GG,20180801,20180801,68000,,"complete loss of power steering while driving my explorer. was doing 70 on the highway. 65,000 miles on vehicle only have had the suv for 2 years. 2300 to fix the problem. we were driving when we lost power steering control of the car with my entire family in the vehicle (wife and 3 kids under 12)",IVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1387459,11001599,Ford Motor Company,FORD,EDGE,2016,N,20170627,N,,,air bags,TEN MILE,TN,2FMPK4AP9GB,20170627,20170627,,,"tl* the contact owns a 2016 ford edge. the contact received notification of nhtsa campaign number: 17v123000 (air bags) however, the part for the recall repair was not available. the contact stated the manufacturer exceeded a reasonable amount of time for the recall repair. the contact had not experienced any failure. the contact spoke with the jackie jones ford dealer where it was informed that the contact that they had no parts and the repair would not be able to be completed for several months. the manufacturer was not made aware of the issue. parts distribution disconnect. ",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1385832,11000232,Ford Motor Company,FORD,FUSION,2014,N,20170607,N,,,fuel/propulsion system,SMYRNA,TN,3FA6P0H9XER,20170620,20170620,100000,,"tl* the contact owns a 2014 ford fusion. while driving approximately 70 mph, the check engine indicator illuminated. the vehicle was driven to the contact's residence where a scan tool was used to diagnose the engine, which generated a p1450 code. the code was reset and the failure recurred. the vehicle was not taken to a dealer. the vehicle was not repaired. in addition, after fueling the fuel tank and attempting to drive, the vehicle hesitated and stalled. the contact was able to restart the vehicle, but the failure recurred each time fuel was placed in the vehicle. the contact called the ford murfreesboro dealer in tennessee where an appointment was scheduled for diagnostic testing. the vin was not included in nhtsa campaign number: 15v793000 (fuel system, gasoline). the manufacturer was not made aware of the failure. the approximate failure mileage was 100,000. ",EVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1187520,10722440,General Motors LLC,CHEVROLET,MALIBU,2015,N,20140410,N,0,0,electrical system,FRANKLIN PARK ,IL,1G12B5EB8AF,20150530,20150530,41000,,driving a long than steering goes out wheel will not turn   dealer said nee new electric motor under dash   1.000 to fix ,IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1416647,11039243,Chrysler (FCA US LLC),DODGE,DURANGO,2014,N,20171009,N,,,seats,BRIDGEVILLE,PA,1C4RDJDGXEC,20171024,20171024,46400,,while my vehicle was parked in my garage the passenger side head rest deployed without impact or warning. failure milage was 46400. had local chrysler  dodge inspect failure and was told that head rest needed to be replaced at a cost of 709.49 in order to have the air bag light reset.10/,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1152110,10678971,Toyota Motor Corporation,TOYOTA,RAV4,2014,N,20140920,N,0,0,service brakes,PHILADELPHIA ,PA,2T3BFREV0EW,20150126,20150126,3500,1,"noise when braking,and pads not releasing from rotors completely.  *tr",IVOQ,N,,N,N,N,4,AWD,,,,10,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1447812,11073625,"Mercedes-Benz USA, LLC.",MERCEDES BENZ,E300,2017,N,20171205,Y,,,structure:body,MANSFIELD,TX,,20180219,20180219,,,the car caught on fire after it being in service at the dealership. the car was sent to the car dealership 3 times because the auto start was not working properly. the car would just stop and could not turn back on so i had to get it towed 3 times...... after the last time it caught on fire with the passenger inside the car..... passenger is ok did not get hurt but it was a very traumatizing experience. the car is now a total loss and i?m still waiting on the dealership to investigate the fire and to pay for the car.,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1478194,11105159,Toyota Motor Corporation,TOYOTA,HIGHLANDER,2018,Y,20180512,N,1,,service brakes,PUYALLUP,WA,5TDBZRFH1JS,20180702,20180702,3000,,i was recently in a vehicle accident in my 2018 toyota highlander with the pre-collision system. the pre-collision system was working well through out our trip but unfortunately did not work when it was most needed. we were involved in a pile up on interstate i-5 going at least 45mph and noticed that the pre-collision system that is so much being advertised did not work at all. there was no warning what so ever and definitely did not break on it's own as advertised. at the time of the hit the airbags deployed a little to late at least the passenger one where i was sitting. i am aware that we should not rely on those items but i sure wish it would have worked the way it was intended to do so.,IVOQ,Y,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,Y,Y,0,1,0,0,0,0,0,0,0,1
1482803,11112827,Ford Motor Company,FORD,EXPLORER,2017,N,20180721,N,,,structure:body,EL PASO,TX,1FM5K7F82HG,20180721,20180721,13000,,moldings fly out while driving. replaced them once already. second time it flew out hit another car.,IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1471892,11099958,Ford Motor Company,FORD,F-350,2015,N,20180531,N,,,steering,SUGAR HILL,NH,1FT8X3BT7FE,20180605,20180605,55000,,"death wobble many times.  vehicle is completely out of control.  not cool in heavy traffic on way to boston (65 mph).  tires are properly inflated.  vehicle has been having problem since 45,000 miles and now has 55,000 miles on it.  dealer has only made ""suggestions"" on what to do to correct problem.  worried i will be killed or kill someone when driving this vehicle.",IVOQ,N,,N,N,N,,,,,,65,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1465547,11092528,"Tesla, Inc.",TESLA,MODEL X,2018,Y,20180427,N,1,,vehicle speed control,TUSTIN,CA,5YJXCDE2XJF,20180508,20180508,1500,,"tl* the contact owns a 2018 tesla model x. while pulling into a parking space, the brake pedal was depressed but the vehicle inadvertently accelerated over a curb before crashing into a cement light pole. the front end of the vehicle was severely damaged, and the air bags did not deploy. the driver sustained neck, shoulder, and chest injuries that required medical attention. a police report was filed. the vehicle was towed to a tow yard. on several occasions, prior to the failure, an erroneous warning message displayed while driving, indicating that the vehicle was driving too closely to the preceding vehicle, even though another vehicle was nowhere in the vicinity. the contact indicated that the failure occurred on multiple occasions, including shortly before the crash. the manufacturer was notified of the failures. the local dealer was not contacted for diagnostic testing or repairs. the failure mileage was 1,500. ",EVOQ,Y,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,Y,Y,0,0,0,0,0,0,0,0,0,0
1285579,10870733,"Forest River, Inc.",FOREST RIVER,SUNSEEKER,2016,N,20160324,N,,,exterior lighting,ST. CHARLES,IL,WDAPF4CC0G9,20160525,20160525,1000,,"curt controller is failing in wet conditions.  curt controller is responsible for the brake lights, turn signals, reverse lights, basically any external safety lighting on the rv that indicates you're stopping or turning.  forest river placed the curt controller on the rear bumper, directly behind the wheels where road spray will get direct contact with the electrical.  the manufacturer of the curt controller specifically states on their website that it should be placed in a dry internal area of the vehicle.  this is very dangerous as all the lights just come on at once and don't turn off unless you pull out the fuse.  then you have to wait for the curt controller to dry out before it works normally again.  we've asked forest river to fix the design and to date they have declined.",IVOQ,N,,N,N,N,,,,,,55,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
